Names,Indian,Salary
Matilda,TRUE,727717831.666666
Helen,Katie,729144657.714285
Ruth,Thelma,730571483.761904
Alice,TRUE,731998309.809523
Josephine,FALSE,733425135.857142
Genevieve,Elise,734851961.904761
Emma,TRUE,736278787.95238
Eunice,Katie,737705613.999999
Leone,Thelma,739132440.047618
Mae,TRUE,740559266.095237
Rosella,FALSE,741986092.142856
Thelma,Rebecca,743412918.190475
Jane,TRUE,744839744.238094
Barbara,TRUE,746266570.285713
Selma,FALSE,747693396.333332
Laverne,TRUE,749120222.380951
Dolores,FALSE,750547048.42857
Muriel,TRUE,751973874.476189
Elma,TRUE,753400700.523808
Valeria,FALSE,754827526.571427
Ruby,TRUE,756254352.619047
Mildred,Katie,757681178.666666
Elizabeth,Thelma,759108004.714285
Louise,TRUE,760534830.761904
Katherine,FALSE,761961656.809523
Stella,Elise,763388482.857142
Nina,TRUE,764815308.904761
Betty,Katie,766242134.95238
Hattie,Thelma,767668960.999999
Audrey,TRUE,769095787.047618
Eleanor,FALSE,770522613.095237
Cora,Rebecca,771949439.142856
Eula,TRUE,773376265.190475
Faye,TRUE,774803091.238094
Genevieve,FALSE,776229917.285713
Nancy,TRUE,777656743.333332
Geneva,FALSE,779083569.380951
Carrie,TRUE,780510395.42857
Hilda,TRUE,781937221.476189
Dessie,FALSE,783364047.523808
Nola,TRUE,784790873.571427
Lura,Katie,786217699.619046
Hester,Thelma,787644525.666666
Katie,TRUE,789071351.714285
Selma,FALSE,790498177.761904
Sybil,Elise,791925003.809523
Helen,TRUE,793351829.857142
Ruth,Katie,794778655.904761
Myrtle,Thelma,796205481.95238
Pauline,TRUE,797632307.999999
Josephine,FALSE,799059134.047618
Freda,Rebecca,800485960.095237
Rachel,TRUE,801912786.142856
Marguerite,TRUE,803339612.190475
Marjorie,FALSE,804766438.238094
Susie,TRUE,806193264.285713
Ellen,FALSE,807620090.333332
Maudie,TRUE,809046916.380951
Alta,TRUE,810473742.42857
Kate,FALSE,811900568.476189
Madelyn,TRUE,813327394.523808
Millie,Katie,814754220.571427
Ola,Thelma,816181046.619046
Oleta,TRUE,817607872.666666
Edna,FALSE,819034698.714285
Ethel,Elise,820461524.761904
Alice,TRUE,821888350.809523
Minnie,Katie,823315176.857142
Katherine,Thelma,824742002.904761
Louise,TRUE,826168828.95238
Marie,FALSE,827595654.999999
Bessie,Elise,829022481.047618
Virginia,TRUE,830449307.095237
Katie,Katie,831876133.142856
Eunice,Thelma,833302959.190475
Ellen,TRUE,834729785.238094
Vivian,FALSE,836156611.285713
Kathryn,Rebecca,837583437.333332
Odessa,TRUE,839010263.380951
Cleo,TRUE,840437089.42857
Polly,FALSE,841863915.476189
Jean,TRUE,843290741.523808
Dovie,FALSE,844717567.571427
Zelma,TRUE,846144393.619046
Ruthie,TRUE,847571219.666665
Aline,FALSE,848998045.714285
Delia,TRUE,850424871.761904
Geraldine,Katie,851851697.809523
Reba,Thelma,853278523.857142
Adele,TRUE,854705349.904761
Matilda,FALSE,856132175.95238
Victoria,Elise,857559001.999999
Zora,TRUE,858985828.047618
Caroline,Katie,860412654.095237
Maxine,Thelma,861839480.142856
Theresa,TRUE,863266306.190475
Artie,FALSE,864693132.238094
Gwendolyn,Rebecca,866119958.285713
Leatha,TRUE,867546784.333332
Donnie,TRUE,868973610.380951
Lonnie,FALSE,870400436.42857
Carol,TRUE,871827262.476189
Claudine,FALSE,873254088.523808
Gertie,TRUE,874680914.571427
Maurine,TRUE,876107740.619046
Octavia,FALSE,877534566.666665
Regina,TRUE,878961392.714285
Annie,Katie,880388218.761904
Myrtle,Thelma,881815044.809523
Lula,TRUE,883241870.857142
Laura,FALSE,884668696.904761
Lizzie,Elise,886095522.95238
Elsie,TRUE,887522348.999999
Nettie,Katie,888949175.047618
Ora,Thelma,890376001.095237
Lottie,TRUE,891802827.142856
Geneva,FALSE,893229653.190475
Kathleen,Rebecca,894656479.238094
Eleanor,TRUE,896083305.285713
Dollie,TRUE,897510131.333332
Wilma,FALSE,898936957.380951
Bertie,TRUE,900363783.42857
Jannie,FALSE,901790609.476189
Pinkie,TRUE,903217435.523808
Rosetta,TRUE,904644261.571427
Belle,FALSE,906071087.619046
Vada,TRUE,907497913.666665
Bulah,Katie,908924739.714284
Cecile,Thelma,910351565.761904
Versie,TRUE,911778391.809523
Eugenia,FALSE,913205217.857142
Ocie,Elise,914632043.904761
Olive,TRUE,916058869.95238
Ressie,Katie,917485695.999999
Alene,Thelma,918912522.047618
Dolores,TRUE,920339348.095237
Lera,FALSE,921766174.142856
Merle,Elise,923193000.190475
Missouri,TRUE,924619826.238094
Shirley,Katie,926046652.285713
Ruby,Thelma,927473478.333332
Marie,TRUE,928900304.380951
Bertha,FALSE,930327130.42857
Irene,Rebecca,931753956.476189
Elizabeth,TRUE,933180782.523808
Martha,TRUE,934607608.571427
Sarah,FALSE,936034434.619046
Viola,TRUE,937461260.666665
Beulah,FALSE,938888086.714284
Minnie,TRUE,940314912.761904
Esther,TRUE,941741738.809522
Mae,FALSE,943168564.857142
Essie,TRUE,944595390.904761
Lela,Katie,946022216.95238
Lizzie,Thelma,947449042.999999
Nina,TRUE,948875869.047618
Elva,FALSE,950302695.095237
Lee,Elise,951729521.142856
Zelda,TRUE,953156347.190475
Mollie,Katie,954583173.238094
Viva,Thelma,956009999.285713
Bettie,TRUE,957436825.333332
Madge,FALSE,958863651.380951
Ocie,Rebecca,960290477.42857
Aline,TRUE,961717303.476189
Cecil,TRUE,963144129.523808
Corine,FALSE,964570955.571427
Caroline,TRUE,965997781.619046
Kate,FALSE,967424607.666665
Leota,TRUE,968851433.714284
Theresa,TRUE,970278259.761903
Trudie,FALSE,971705085.809522
Ruth,TRUE,973131911.857142
Edna,Katie,974558737.904761
Lucille,Thelma,975985563.95238
Jessie,TRUE,977412389.999999
Virginia,FALSE,978839216.047618
Anna,Elise,980266042.095237
Alma,TRUE,981692868.142856
Lucy,Katie,983119694.190475
Julia,Thelma,984546520.238094
Susie,TRUE,985973346.285713
Katie,FALSE,987400172.333332
Lorene,Rebecca,988826998.380951
Faye,TRUE,990253824.42857
Rose,TRUE,991680650.476189
Nora,FALSE,993107476.523808
Flora,TRUE,994534302.571427
Virgie,FALSE,995961128.619046
Frankie,TRUE,997387954.666665
Dovie,TRUE,998814780.714283
Marguerite,FALSE,1000241606.7619
Maxine,TRUE,1001668432.80952
Fay,Katie,1003095258.85714
May,Thelma,1004522084.90476
Ina,TRUE,1005948910.95238
Ila,FALSE,1007375737
Kathryn,Elise,1008802563.04761
Retha,TRUE,1010229389.09523
Artie,Katie,1011656215.14285
Lelia,Thelma,1013083041.19047
Lucile,TRUE,1014509867.23809
Hilda,FALSE,1015936693.28571
Merle,Elise,1017363519.33333
Nadine,TRUE,1018790345.38095
Queen,Katie,1020217171.42857
Millie,Thelma,1021643997.47619
Vada,TRUE,1023070823.52381
Gertie,FALSE,1024497649.57142
Oleta,Rebecca,1025924475.61904
Eloise,TRUE,1027351301.66666
Arizona,TRUE,1028778127.71428
Dorthy,FALSE,1030204953.7619
Madeline,TRUE,1031631779.80952
Malinda,FALSE,1033058605.85714
Marion,TRUE,1034485431.90476
Zola,TRUE,1035912257.95238
Margaret,FALSE,1037339084
Elizabeth,TRUE,1038765910.04761
Frances,Katie,1040192736.09523
Dolores,Thelma,1041619562.14285
Esther,TRUE,1043046388.19047
Mildred,FALSE,1044473214.23809
Agnes,Elise,1045900040.28571
Clara,TRUE,1047326866.33333
Jean,Katie,1048753692.38095
Betty,Thelma,1050180518.42857
Beatrice,TRUE,1051607344.47619
Antonia,FALSE,1053034170.52381
Lucille,Rebecca,1054460996.57142
Christine,TRUE,1055887822.61904
Leona,TRUE,1057314648.66666
Alice,FALSE,1058741474.71428
Lucille,TRUE,1060168300.7619
Hazel,FALSE,1061595126.80952
Anna,TRUE,1063021952.85714
Gertrude,TRUE,1064448778.90476
Laura,FALSE,1065875604.95238
Pauline,TRUE,1067302431
Ann,Katie,1068729257.04761
Nellie,Thelma,1070156083.09523
Claire,TRUE,1071582909.14285
Madeline,FALSE,1073009735.19047
Sarah,Elise,1074436561.23809
Olive,TRUE,1075863387.28571
Victoria,Katie,1077290213.33333
Harriet,Thelma,1078717039.38095
Minnie,TRUE,1080143865.42857
Wilma,FALSE,1081570691.47619
Alberta,Rebecca,1082997517.5238
Lupe,TRUE,1084424343.57142
Alyce,TRUE,1085851169.61904
Annette,FALSE,1087277995.66666
Elisabeth,TRUE,1088704821.71428
Nina,FALSE,1090131647.7619
Aurelia,TRUE,1091558473.80952
Lorene,TRUE,1092985299.85714
Iva,FALSE,1094412125.90476
Rebecca,TRUE,1095838951.95238
Sadie,Katie,1097265778
Aurora,Thelma,1098692604.04761
Lillie,TRUE,1100119430.09523
Marianne,FALSE,1101546256.14285
Bernadine,Elise,1102973082.19047
Billie,TRUE,1104399908.23809
Ferne,Katie,1105826734.28571
Leola,Thelma,1107253560.33333
Myrle,TRUE,1108680386.38095
Mary,FALSE,1110107212.42857
Margaret,Elise,1111534038.47619
Ruth,TRUE,1112960864.5238
Elizabeth,Katie,1114387690.57142
Louise,Thelma,1115814516.61904
Thelma,TRUE,1117241342.66666
Marion,FALSE,1118668168.71428
Marguerite,Rebecca,1120094994.7619
Isabel,TRUE,1121521820.80952
Kathryn,TRUE,1122948646.85714
Alma,FALSE,1124375472.90476
Georgia,TRUE,1125802298.95238
Eileen,FALSE,1127229125
Carmen,TRUE,1128655951.04761
Ella,TRUE,1130082777.09523
Adele,FALSE,1131509603.14285
Jeanne,TRUE,1132936429.19047
Elaine,Katie,1134363255.23809
Yvonne,Thelma,1135790081.28571
Nora,TRUE,1137216907.33333
Olivia,FALSE,1138643733.38095
Mona,Elise,1140070559.42857
Eula,TRUE,1141497385.47619
Marie,Katie,1142924211.5238
Anna,Thelma,1144351037.57142
Alma,TRUE,1145777863.61904
Flora,FALSE,1147204689.66666
Maria,Rebecca,1148631515.71428
Harriet,TRUE,1150058341.7619
Nancy,TRUE,1151485167.80952
Carolyn,FALSE,1152911993.85714
Alberta,TRUE,1154338819.90476
Amelia,FALSE,1155765645.95238
Victoria,TRUE,1157192472
Mable,TRUE,1158619298.04761
Tillie,FALSE,1160046124.09523
Elizabeth,TRUE,1161472950.14285
Lois,Katie,1162899776.19047
Marjorie,Thelma,1164326602.23809
Lucille,TRUE,1165753428.28571
Ruby,FALSE,1167180254.33333
Lucy,Elise,1168607080.38095
Stella,TRUE,1170033906.42857
Viola,Katie,1171460732.47619
Audrey,Thelma,1172887558.5238
Goldie,TRUE,1174314384.57142
Muriel,FALSE,1175741210.61904
Leah,Rebecca,1177168036.66666
Sally,TRUE,1178594862.71428
Susie,TRUE,1180021688.7619
Jacqueline,FALSE,1181448514.80952
Margie,TRUE,1182875340.85714
Nina,FALSE,1184302166.90476
Lillian,TRUE,1185728992.95238
Theresa,TRUE,1187155819
Beatrice,FALSE,1188582645.04761
Virginia,TRUE,1190009471.09523
Kathryn,Katie,1191436297.14285
Loretta,Thelma,1192863123.19047
Winifred,TRUE,1194289949.23809
Carolyn,FALSE,1195716775.28571
Lois,Elise,1197143601.33333
Olive,TRUE,1198570427.38095
Stephanie,Katie,1199997253.42857
Albina,Thelma,1201424079.47619
Eleanore,TRUE,1202850905.5238
Helena,FALSE,1204277731.57142
Adele,Elise,1205704557.61904
Arline,TRUE,1207131383.66666
Freda,Katie,1208558209.71428
Marion,Thelma,1209985035.7619
Bertha,TRUE,1211411861.80952
Lucille,FALSE,1212838687.85714
Myrtle,Rebecca,1214265513.90476
Jessie,TRUE,1215692339.95238
Veronica,TRUE,1217119166
Helene,FALSE,1218545992.04761
Eunice,TRUE,1219972818.09523
Teresa,FALSE,1221399644.14285
Sadie,TRUE,1222826470.19047
Miriam,TRUE,1224253296.23809
Elinor,FALSE,1225680122.28571
Lottie,TRUE,1227106948.33333
Catherine,Katie,1228533774.38095
Virginia,Thelma,1229960600.42857
Ruth,TRUE,1231387426.47619
Florence,FALSE,1232814252.5238
Viola,Elise,1234241078.57142
Cora,TRUE,1235667904.61904
Emma,Katie,1237094730.66666
Josephine,Thelma,1238521556.71428
Harriet,TRUE,1239948382.7619
Kathryn,FALSE,1241375208.80952
Dorothy,Rebecca,1242802034.85714
Evelyn,TRUE,1244228860.90476
Gladys,TRUE,1245655686.95238
Audrey,FALSE,1247082513
Marguerite,TRUE,1248509339.04761
Geneva,FALSE,1249936165.09523
Evelyn,TRUE,1251362991.14285
Ida,TRUE,1252789817.19047
Mildred,FALSE,1254216643.23809
Myrtle,TRUE,1255643469.28571
Ruth,Katie,1257070295.33333
Bessie,Thelma,1258497121.38095
Sarah,TRUE,1259923947.42857
Rose,FALSE,1261350773.47619
Mamie,Elise,1262777599.5238
Leola,TRUE,1264204425.57142
Lena,Katie,1265631251.61904
Sallie,Thelma,1267058077.66666
Lucy,TRUE,1268484903.71428
Janie,FALSE,1269911729.7619
Nancy,Rebecca,1271338555.80952
Irma,TRUE,1272765381.85714
Leila,TRUE,1274192207.90476
Ann,FALSE,1275619033.95238
Kathleen,TRUE,1277045860
Jane,FALSE,1278472686.04761
Pinkie,TRUE,1279899512.09523
Susan,TRUE,1281326338.14285
Rosetta,FALSE,1282753164.19047
Roxie,TRUE,1284179990.23809
Dorothy,Katie,1285606816.28571
Lillian,Thelma,1287033642.33333
Beatrice,TRUE,1288460468.38095
Pearl,FALSE,1289887294.42857
Jessie,Elise,1291314120.47619
Pauline,TRUE,1292740946.5238
Agnes,Katie,1294167772.57142
Viola,Thelma,1295594598.61904
Katie,TRUE,1297021424.66666
Wilma,FALSE,1298448250.71428
Rachel,Elise,1299875076.7619
Cornelia,TRUE,1301301902.80952
May,Katie,1302728728.85714
Lily,Thelma,1304155554.90476
Clarice,TRUE,1305582380.95238
Kate,FALSE,1307009207
Maxine,Rebecca,1308436033.04761
Ofelia,TRUE,1309862859.09523
Margaret,TRUE,1311289685.14285
Alice,FALSE,1312716511.19047
Eula,TRUE,1314143337.23809
Nettie,FALSE,1315570163.28571
Gussie,TRUE,1316996989.33333
Kathleen,TRUE,1318423815.38095
Callie,FALSE,1319850641.42857
Winnie,TRUE,1321277467.47619
Erma,Katie,1322704293.5238
Willa,Thelma,1324131119.57142
Elma,TRUE,1325557945.61904
Emmie,FALSE,1326984771.66666
Geraldine,Elise,1328411597.71428
Ludie,TRUE,1329838423.7619
Miriam,Katie,1331265249.80952
Johnie,Thelma,1332692075.85714
Millie,TRUE,1334118901.90476
Lou,FALSE,1335545727.95238
Idella,Rebecca,1336972554
Lilla,TRUE,1338399380.04761
Maxine,TRUE,1339826206.09523
Caroline,FALSE,1341253032.14285
Queen,TRUE,1342679858.19047
Lilly,FALSE,1344106684.23809
Retha,TRUE,1345533510.28571
Madeline,TRUE,1346960336.33333
Tillie,FALSE,1348387162.38095
Wessie,TRUE,1349813988.42857
Imogene,Katie,1351240814.47619
Mina,Thelma,1352667640.5238
Mary,TRUE,1354094466.57142
Annie,FALSE,1355521292.61904
Frances,Elise,1356948118.66666
Gladys,TRUE,1358374944.71428
Ida,Katie,1359801770.7619
Lucile,Thelma,1361228596.80952
Beatrice,TRUE,1362655422.85714
Pearl,FALSE,1364082248.90476
Agnes,Rebecca,1365509074.95238
Ollie,TRUE,1366935901
Johnnie,TRUE,1368362727.04761
Nora,FALSE,1369789553.09523
Edith,TRUE,1371216379.14285
Leola,FALSE,1372643205.19047
Effie,TRUE,1374070031.23809
Juanita,TRUE,1375496857.28571
Marion,FALSE,1376923683.33333
Opal,TRUE,1378350509.38095
Florine,Katie,1379777335.42857
Charlie,Thelma,1381204161.47619
Mollie,TRUE,1382630987.5238
Connie,FALSE,1384057813.57142
Georgie,Elise,1385484639.61904
Clifford,TRUE,1386911465.66666
Cornelia,Katie,1388338291.71428
Sophie,Thelma,1389765117.7619
Clyde,TRUE,1391191943.80952
Faye,FALSE,1392618769.85714
Lovie,Elise,1394045595.90476
Rosia,TRUE,1395472421.95238
Elizebeth,Katie,1396899248
Hessie,Thelma,1398326074.04761
Louella,TRUE,1399752900.09523
Alene,FALSE,1401179726.14285
Annabelle,Rebecca,1402606552.19047
Helen,TRUE,1404033378.23809
Dorothy,TRUE,1405460204.28571
Gladys,FALSE,1406887030.33333
Yoshiko,TRUE,1408313856.38095
Adeline,FALSE,1409740682.42857
Shizuko,TRUE,1411167508.47619
Shizue,TRUE,1412594334.5238
Chiyoko,FALSE,1414021160.57142
Edna,TRUE,1415447986.61904
Minnie,Katie,1416874812.66666
Margaret,Thelma,1418301638.71428
Frances,TRUE,1419728464.7619
Bernice,FALSE,1421155290.80952
Gertrude,Elise,1422582116.85714
Mae,TRUE,1424008942.90476
Erma,Katie,1425435768.95238
Marcella,Thelma,1426862595
Irma,TRUE,1428289421.04761
Loretta,FALSE,1429716247.09523
Jennie,Rebecca,1431143073.14285
Roberta,TRUE,1432569899.19047
Harriett,TRUE,1433996725.23809
Cleo,FALSE,1435423551.28571
Lydia,TRUE,1436850377.33333
Daisy,FALSE,1438277203.38095
Anita,TRUE,1439704029.42857
Cecelia,TRUE,1441130855.47619
Hattie,FALSE,1442557681.5238
Iona,TRUE,1443984507.57142
Alyce,Katie,1445411333.61904
Beryl,Thelma,1446838159.66666
Dora,TRUE,1448264985.71428
Hope,FALSE,1449691811.7619
Ina,Elise,1451118637.80952
Maybelle,TRUE,1452545463.85714
Mina,Katie,1453972289.90476
Mary,Thelma,1455399115.95238
Lucille,TRUE,1456825942
Ruby,FALSE,1458252768.04761
Velma,Rebecca,1459679594.09523
Genevieve,TRUE,1461106420.14285
Rose,TRUE,1462533246.19047
Geraldine,FALSE,1463960072.23809
Marian,TRUE,1465386898.28571
Lorraine,FALSE,1466813724.33333
Minnie,TRUE,1468240550.38095
Arlene,TRUE,1469667376.42857
Theresa,FALSE,1471094202.47619
Amy,TRUE,1472521028.5238
Carolyn,Katie,1473947854.57142
Emily,Thelma,1475374680.61904
Etta,TRUE,1476801506.66666
Rosie,FALSE,1478228332.71428
Faye,Elise,1479655158.7619
Hannah,TRUE,1481081984.80952
Maurine,Katie,1482508810.85714
Amelia,Thelma,1483935636.90476
Cecile,TRUE,1485362462.95238
Eula,FALSE,1486789289
Isabel,Elise,1488216115.04761
Joan,TRUE,1489642941.09523
Reva,Katie,1491069767.14285
Angeline,Thelma,1492496593.19047
Claire,TRUE,1493923419.23809
Verda,FALSE,1495350245.28571
Evelyn,Rebecca,1496777071.33333
Vera,TRUE,1498203897.38095
Alma,TRUE,1499630723.42857
Ida,FALSE,1501057549.47619
Pearl,TRUE,1502484375.5238
Genevieve,FALSE,1503911201.57142
Lucy,TRUE,1505338027.61904
Ann,TRUE,1506764853.66666
Eunice,FALSE,1508191679.71428
Mae,TRUE,1509618505.7619
Naomi,Katie,1511045331.80952
Rose,Thelma,1512472157.85714
Amy,TRUE,1513898983.90476
Thelma,FALSE,1515325809.95238
Nellie,Elise,1516752636
Dora,TRUE,1518179462.04761
Opal,Katie,1519606288.09523
Lillian,Thelma,1521033114.14285
Elaine,TRUE,1522459940.19047
Shirley,FALSE,1523886766.23809
Anna,Rebecca,1525313592.28571
Elsie,TRUE,1526740418.33333
Pauline,TRUE,1528167244.38095
Marian,FALSE,1529594070.42857
Jennie,TRUE,1531020896.47619
Stephanie,FALSE,1532447722.5238
Veronica,TRUE,1533874548.57142
Faye,TRUE,1535301374.61904
Joan,FALSE,1536728200.66666
Annette,TRUE,1538155026.71428
Lorene,Katie,1539581852.7619
Susan,Thelma,1541008678.80952
Hattie,TRUE,1542435504.85714
Tillie,FALSE,1543862330.90476
Bonnie,Elise,1545289156.95238
Iva,TRUE,1546715983
Annabelle,Katie,1548142809.04761
Melba,Thelma,1549569635.09523
Augusta,TRUE,1550996461.14285
Elva,FALSE,1552423287.19047
Jewell,Rebecca,1553850113.23809
Lura,TRUE,1555276939.28571
Marilyn,TRUE,1556703765.33333
Paula,FALSE,1558130591.38095
Flossie,TRUE,1559557417.42857
Lilyan,FALSE,1560984243.47619
Camille,TRUE,1562411069.5238
Alene,TRUE,1563837895.57142
Alvera,FALSE,1565264721.61904
Elmira,TRUE,1566691547.66666
Ethelyn,Katie,1568118373.71428
Hertha,Thelma,1569545199.7619
Joanna,TRUE,1570972025.80952
Malinda,FALSE,1572398851.85714
Minnette,Elise,1573825677.90476
Rhoda,TRUE,1575252503.95238
Veda,Katie,1576679330
Yetta,Thelma,1578106156.04761
Virginia,TRUE,1579532982.09523
Louise,FALSE,1580959808.14285
Anne,Elise,1582386634.19047
Martha,TRUE,1583813460.23809
Lena,Katie,1585240286.28571
Sally,Thelma,1586667112.33333
Freda,TRUE,1588093938.38095
Elaine,FALSE,1589520764.42857
Helene,Rebecca,1590947590.47619
Madge,TRUE,1592374416.5238
Mathilda,TRUE,1593801242.57142
Gloria,FALSE,1595228068.61904
Anastasia,TRUE,1596654894.66666
Leta,FALSE,1598081720.71428
Reba,TRUE,1599508546.7619
Lavina,TRUE,1600935372.80952
Valeria,FALSE,1602362198.85714
Monica,TRUE,1603789024.90476
Cleta,Katie,1605215850.95238
Corrine,Thelma,1606642677
Marietta,TRUE,1608069503.04761
Elda,FALSE,1609496329.09523
Jacqueline,Elise,1610923155.14285
Maryann,TRUE,1612349981.19047
Phoebe,Katie,1613776807.23809
Vesta,Thelma,1615203633.28571
Helen,TRUE,1616630459.33333
Mildred,FALSE,1618057285.38095
Pauline,Rebecca,1619484111.42857
Marguerite,TRUE,1620910937.47619
Emma,TRUE,1622337763.5238
Marian,FALSE,1623764589.57142
Eloise,TRUE,1625191415.61904
Eunice,FALSE,1626618241.66666
Roberta,TRUE,1628045067.71428
Sophie,TRUE,1629471893.7619
Regina,FALSE,1630898719.80952
Madeline,TRUE,1632325545.85714
Ollie,Katie,1633752371.90476
Hallie,Thelma,1635179197.95238
Garnet,TRUE,1636606024
Mattie,FALSE,1638032850.04761
Dessie,Elise,1639459676.09523
Eugenia,TRUE,1640886502.14285
Lavon,Katie,1642313328.19047
Hazel,Thelma,1643740154.23809
Clara,TRUE,1645166980.28571
Lois,FALSE,1646593806.33333
Kathryn,Rebecca,1648020632.38095
Juanita,TRUE,1649447458.42857
Ida,TRUE,1650874284.47619
Wanda,FALSE,1652301110.5238
Flossie,TRUE,1653727936.57142
Nina,FALSE,1655154762.61904
Lorene,TRUE,1656581588.66666
Cleo,TRUE,1658008414.71428
Lillie,FALSE,1659435240.7619
Adeline,TRUE,1660862066.80952
Christine,Katie,1662288892.85714
Selma,Thelma,1663715718.90476
Katie,TRUE,1665142544.95238
Cecil,FALSE,1666569371
Eula,Elise,1667996197.04761
Fay,TRUE,1669423023.09523
Ione,Katie,1670849849.14285
Marybelle,Thelma,1672276675.19047
Rosanna,TRUE,1673703501.23809
Frances,FALSE,1675130327.28571
Anna,Elise,1676557153.33333
Ethel,TRUE,1677983979.38095
Lois,Katie,1679410805.42857
Elsie,Thelma,1680837631.47619
Agnes,TRUE,1682264457.5238
Clara,FALSE,1683691283.57142
Juanita,Rebecca,1685118109.61904
Doris,TRUE,1686544935.66666
Lola,TRUE,1687971761.71428
Olive,FALSE,1689398587.7619
Barbara,TRUE,1690825413.80952
Jennie,FALSE,1692252239.85714
Lillie,TRUE,1693679065.90476
Marion,TRUE,1695105891.95238
Arlene,FALSE,1696532717.99999
Lenora,TRUE,1697959544.04761
Ora,Katie,1699386370.09523
Carrie,Thelma,1700813196.14285
Waneta,TRUE,1702240022.19047
Mattie,FALSE,1703666848.23809
Rosetta,Elise,1705093674.28571
Mildred,TRUE,1706520500.33333
Lucille,Katie,1707947326.38095
Jean,Thelma,1709374152.42857
Eunice,TRUE,1710800978.47619
Freda,FALSE,1712227804.5238
Lorraine,Rebecca,1713654630.57142
Audrey,TRUE,1715081456.61904
Nadine,TRUE,1716508282.66666
Carol,FALSE,1717935108.71428
Christine,TRUE,1719361934.7619
Harriet,FALSE,1720788760.80952
Millie,TRUE,1722215586.85714
Flossie,TRUE,1723642412.90476
Effie,FALSE,1725069238.95238
Eileen,TRUE,1726496064.99999
Teresa,Katie,1727922891.04761
Dorotha,Thelma,1729349717.09523
Jeannette,TRUE,1730776543.14285
Rosalie,FALSE,1732203369.19047
Berneice,Elise,1733630195.23809
Ferne,TRUE,1735057021.28571
Sadie,Katie,1736483847.33333
Helen,Thelma,1737910673.38095
Myrtle,TRUE,1739337499.42857
Nellie,FALSE,1740764325.47619
Mae,Rebecca,1742191151.5238
Pearl,TRUE,1743617977.57142
Rose,TRUE,1745044803.61904
Eula,FALSE,1746471629.66666
Ollie,TRUE,1747898455.71428
Flossie,FALSE,1749325281.7619
Mamie,TRUE,1750752107.80952
Doris,TRUE,1752178933.85714
Corinne,FALSE,1753605759.90476
Lora,TRUE,1755032585.95238
Birdie,Katie,1756459411.99999
Jeanette,Thelma,1757886238.04761
Mallie,TRUE,1759313064.09523
Susan,FALSE,1760739890.14285
Vada,Elise,1762166716.19047
Delphia,TRUE,1763593542.23809
Letha,Katie,1765020368.28571
Maud,Thelma,1766447194.33333
Nona,TRUE,1767874020.38095
Ocie,FALSE,1769300846.42857
Linda,Elise,1770727672.47619
Delia,TRUE,1772154498.5238
Golden,Katie,1773581324.57142
Miriam,Thelma,1775008150.61904
Harriet,TRUE,1776434976.66666
Zora,FALSE,1777861802.71428
Maymie,Rebecca,1779288628.7619
Bess,TRUE,1780715454.80952
Christina,TRUE,1782142280.85714
Ettie,FALSE,1783569106.90476
Georgie,TRUE,1784995932.95238
Vergie,FALSE,1786422758.99999
Zelda,TRUE,1787849585.04761
Thelma,TRUE,1789276411.09523
Marie,FALSE,1790703237.14285
Bessie,TRUE,1792130063.19047
Mattie,Katie,1793556889.23809
Alice,Thelma,1794983715.28571
Lillie,TRUE,1796410541.33333
Viola,FALSE,1797837367.38095
Christine,Elise,1799264193.42857
Lois,TRUE,1800691019.47619
Naomi,Katie,1802117845.5238
Jennie,Thelma,1803544671.57142
Eunice,TRUE,1804971497.61904
Dixie,FALSE,1806398323.66666
Sue,Rebecca,1807825149.71428
Anne,TRUE,1809251975.7619
Gracie,TRUE,1810678801.80952
May,FALSE,1812105627.85714
Etta,TRUE,1813532453.90476
Reba,FALSE,1814959279.95238
Sudie,TRUE,1816386105.99999
Callie,TRUE,1817812932.04761
Irma,FALSE,1819239758.09523
Barbara,TRUE,1820666584.14285
Marion,Katie,1822093410.19047
Frankie,Thelma,1823520236.23809
Freda,TRUE,1824947062.28571
Reva,FALSE,1826373888.33333
Aileen,Elise,1827800714.38095
Lorraine,TRUE,1829227540.42857
Orpha,Katie,1830654366.47619
Winnie,Thelma,1832081192.5238
Dortha,TRUE,1833508018.57142
Elise,FALSE,1834934844.61904
Ivory,Rebecca,1836361670.66666
Pollie,TRUE,1837788496.71428
Rosemary,TRUE,1839215322.7619
Beatrice,FALSE,1840642148.80952
Sarah,TRUE,1842068974.85714
Bertha,FALSE,1843495800.90476
Bernice,TRUE,1844922626.95238
Florence,TRUE,1846349452.99999
Rosa,FALSE,1847776279.04761
Clara,TRUE,1849203105.09523
Edith,Katie,1850629931.14285
Hattie,Thelma,1852056757.19047
Mamie,TRUE,1853483583.23809
Minnie,FALSE,1854910409.28571
Rita,Elise,1856337235.33333
Aline,TRUE,1857764061.38095
Georgia,Katie,1859190887.42857
Estelle,Thelma,1860617713.47619
Nancy,TRUE,1862044539.5238
Marion,FALSE,1863471365.57142
Barbara,Elise,1864898191.61904
Miriam,TRUE,1866325017.66666
Cleo,Katie,1867751843.71428
Maria,Thelma,1869178669.7619
Virgie,TRUE,1870605495.80952
Wilda,FALSE,1872032321.85714
Goldie,Rebecca,1873459147.90476
Alta,TRUE,1874885973.95238
Beverly,TRUE,1876312799.99999
George,FALSE,1877739626.04761
Ocie,TRUE,1879166452.09523
